;IC000;IC010;IC020;IC100.25;IC100.5;IC100.75;IC101;IC110.25;IC110.5;IC110.75;IC111;IC120.25;IC120.5;IC120.75;IC121;IC400.25;IC400.5;IC400.75;IC401;IC410.25;IC410.5;IC410.75;IC411;IC420.25;IC420.5;IC420.75;IC421;IC600.25;IC600.5;IC600.75;IC601;IC610.25;IC610.5;IC610.75;IC611;IC620.25;IC620.5;IC620.75;IC621;LT000;LT010;LT020;LT100.25;LT100.5;LT100.75;LT101;LT110.25;LT110.5;LT110.75;LT111;LT120.25;LT120.5;LT120.75;LT121;LT400.25;LT400.5;LT400.75;LT401;LT410.25;LT410.5;LT410.75;LT411;LT420.25;LT420.5;LT420.75;LT421;LT600.25;LT600.5;LT600.75;LT601;LT610.25;LT610.5;LT610.75;LT611;LT620.25;LT620.5;LT620.75;LT621;IN-CLOSSENESS;OUT-CLOSENESS;DEGREE;IN-DEGREE;OUT-DEGREE;BETWEENNESS
IC410.5;0,659847336;0,658438935;0,658880746;0,561880583;0,505057727;0,085860664;0,083621221;0,729080642;0,776997032;0,793176079;0,793951284;0,496933064;0,394559782;-0,078362762;-0,085326633;0,474496291;0,426996911;0,073196217;0,064929707;0,767416873;1;0,787241036;0,786564483;0,376327858;0,277447246;-0,100374963;-0,097262932;0,475567502;0,445100172;0,081512128;0,078929447;0,773274881;0,827159123;0,78326334;0,783174054;0,380696637;0,28970852;-0,093062284;-0,095053876;0,624777974;0,624777974;0,624777974;0,451314801;0,346609323;0,205643367;0,109672218;0,672419049;0,707249549;0,754419058;0,783822956;0,404737682;0,270574201;0,095387456;-0,018857467;0,511156837;0,396726847;0,229490229;0,110085087;0,734092439;0,761651841;0,777428962;0,783666233;0,351272385;0,22545323;0,065413046;-0,025964971;0,510603004;0,39547301;0,227094646;0,106039995;0,734412743;0,761463784;0,77553839;0,78066551;0,357121934;0,230879317;0,069317768;-0,026164455;-0,381573452;0,810380212;0,448655935;-0,409540771;0,785349855;0,32887248
IC410.75;0,673356036;0,669555927;0,671969787;0,53120517;0,44447534;0,071706936;0,064427537;0,71601799;0,748498657;0,966564536;0,967031981;0,478922682;0,359466169;-0,20237265;-0,214336543;0,419644042;0,344071129;0,107144969;0,098948182;0,743036893;0,787241036;1;0,992491439;0,339634172;0,228956308;-0,21606954;-0,214927557;0,420472307;0,367660145;0,110269129;0,105862052;0,7499419;0,790787352;0,98642873;0,985569244;0,347174337;0,243246596;-0,206406861;-0,212315946;0,779679329;0,779679329;0,779679329;0,551045446;0,411373575;0,236715467;0,11460912;0,832291791;0,870513344;0,928858892;0,964192961;0,497340086;0,322520284;0,099350636;-0,049441572;0,601386666;0,467131904;0,283292678;0,147336242;0,880759231;0,923696324;0,965792446;0,984770742;0,424086737;0,266582743;0,066224244;-0,052309489;0,603223568;0,47570932;0,285858149;0,144695525;0,883015926;0,930940124;0,967343937;0,982711641;0,435422558;0,276772208;0,06897407;-0,055787142;-0,50412396;0,963140085;0,499422915;-0,534208512;0,948520703;0,362519668
IC411;0,674428319;0,669149943;0,672079826;0,530907352;0,443430327;0,067661625;0,063641229;0,716015125;0,747714616;0,964885187;0,969423153;0,477926497;0,358558236;-0,204413403;-0,217365443;0,41753332;0,342051951;0,104209827;0,098153629;0,742252675;0,786564483;0,992491439;1;0,338846948;0,227572572;-0,218387379;-0,217658488;0,419652884;0,366694907;0,106998109;0,105149461;0,749321303;0,791149552;0,984961269;0,987995989;0,346376214;0,242789566;-0,209806634;-0,214758429;0,782258738;0,782258738;0,782258738;0,552654004;0,412334588;0,236639826;0,113724887;0,834978505;0,872871313;0,931545703;0,966604028;0,498697162;0,323497452;0,099026968;-0,049934489;0,602858434;0,467833825;0,283382215;0,147112922;0,883340207;0,925980005;0,968071008;0,987142792;0,42528758;0,26707121;0,065979473;-0,053283823;0,604382131;0,476311087;0,285913138;0,144379377;0,885153533;0,93336316;0,969669029;0,985392373;0,436623941;0,277734209;0,068582133;-0,05661268;-0,506843563;0,965052536;0,499359402;-0,537228199;0,950593699;0,360499988
IC420.25;0,389561005;0,391109061;0,393222516;0,575851886;0,484051159;0,137195979;0,129677437;0,381492035;0,371969204;0,34747703;0,346597159;0,589490181;0,495258841;0,130105427;0,124145526;0,736437971;0,589163481;0,060559853;0,047756923;0,384506611;0,376327858;0,339634172;0,338846948;1;0,603493281;0,066849284;0,060026073;0,724691436;0,55771977;0,064738075;0,059002307;0,383654129;0,375416625;0,339176745;0,338348765;0,745662685;0,582050289;0,074242394;0,066401077;0,278845096;0,278845096;0,278845096;0,224815089;0,180870125;0,106331838;0,05226875;0,299604898;0,312388022;0,330495958;0,34141203;0,207039524;0,156638817;0,079728633;0,025859873;0,243387529;0,191706456;0,109690477;0,048499651;0,320738556;0,329121858;0,335867304;0,338027521;0,301363546;0,197609093;0,066956665;-0,014046821;0,24302331;0,189186916;0,105642907;0,044347726;0,320472496;0,327570674;0,33330982;0,335522475;0,281864275;0,178979364;0,070579025;x;0,081094853;0,362607453;0,335154649;-0,068654593;0,353043148;0,229091203
IC420.5;0,299515256;0,301957279;0,298488545;0,452688685;0,575433557;0,165431733;0,159822063;0,284995899;0,278253902;0,23568422;0,234121188;0,462150693;0,596065713;0,187236401;0,182184052;0,581885889;0,722456081;0,106516453;0,094754055;0,285279963;0,277447246;0,228956308;0,227572572;0,603493281;1;0,143935052;0,134534354;0,582224111;0,701786065;0,103530467;0,097337112;0,2884157;0,278276861;0,228854355;0,227518451;0,602875664;0,736960592;0,140416475;0,138427957;0,183267263;0,183267263;0,183267263;0,166540775;0,146392924;0,103541105;0,076234504;0,197523614;0,207164638;0,221432641;0,23001633;0,155402471;0,131967673;0,089446631;0,066099109;0,17935534;0,154052873;0,102145674;0,070874436;0,212794298;0,220336816;0,223941443;0,226389687;0,252888452;0,19340702;0,09745364;0,041013573;0,179296242;0,150763879;0,100265546;0,069589708;0,212857228;0,21832381;0,223169643;0,225854532;0,240099758;0,177164788;0,095184392;0,055622346;0,15668423;0,24760147;0,306040729;0,0244117;0,237135834;0,207733381
IC420.75;-0,046870607;-0,048372771;-0,043762746;0,010192354;0,051556678;0,367472995;0,360224175;-0,06980409;-0,090893065;-0,212344426;-0,216779152;0,036165505;0,100458698;0,517253837;0,50555361;0,03182813;0,085175915;0,458156984;0,44301696;-0,077291767;-0,100374963;-0,21606954;-0,218387379;0,066849284;0,143935052;1;0,597652666;0,036164283;0,087979606;0,424926828;0,412292047;-0,073907193;-0,103317433;-0,216800492;-0,219293565;0,071688833;0,149573959;0,582097985;0,571499076;-0,196808114;-0,196808114;-0,196808114;-0,055237044;0,040533978;0,190793193;0,300468122;-0,201590949;-0,205831841;-0,212472552;-0,214704121;-0,045308866;0,06250326;0,230787511;0,354177373;-0,064326516;0,029498881;0,177642027;0,28731367;-0,204953764;-0,208444583;-0,213185166;-0,216786449;x;0,135125618;0,308945139;0,426071127;-0,062233085;0,028972332;0,176676406;0,284834322;-0,203416695;-0,209619907;-0,213736746;-0,218330686;x;0,137623069;0,307481689;0,411006239;0,372213328;-0,208293487;0,161899728;0,39707031;-0,230614504;0,152956203
IC421;-0,049618125;-0,047370896;-0,042161113;x;0,046606764;0,361041624;0,367529759;-0,070090876;-0,090790694;-0,211866568;-0,214753513;0,03331374;0,095408328;0,511120513;0,518532178;0,022380689;0,076117048;0,443091644;0,448678179;-0,078191471;-0,097262932;-0,214927557;-0,217658488;0,060026073;0,134534354;0,597652666;1;0,024000389;0,07799892;0,414186174;0,418332623;-0,077268702;-0,102784701;-0,216314771;-0,218733272;0,065742872;0,142332113;0,581086894;0,581645757;-0,19478059;-0,19478059;-0,19478059;-0,047454382;0,049415064;0,195009708;0,303944585;-0,199873171;-0,202950252;-0,208384805;-0,211712913;-0,037577982;0,070115115;0,232256186;0,354285471;-0,057462346;0,037415693;0,178183603;0,287716917;-0,203945663;-0,205939533;-0,212002589;-0,215128479;x;0,138163795;0,307306699;0,424453215;-0,05524289;0,036295574;0,176351035;0,284212907;-0,202385089;-0,207745123;-0,213455285;-0,217779275;x;0,140890154;0,306719171;0,411127536;0,366664118;-0,207203579;0,162692802;0,396023217;-0,228789548;0,160298182
IC600.25;0,408166571;0,407077933;0,406944871;0,621321781;0,522927879;0,154173991;0,151607691;0,450246737;0,448800355;0,426139157;0,426091631;0,579396522;0,483345558;0,090086836;0,081714255;0,789098665;0,642586207;0,085521493;0,074661936;0,487020478;0,475567502;0,420472307;0,419652884;0,724691436;0,582224111;0,036164283;0,024000389;1;0,637781276;0,078551484;0,073198623;0,491076702;0,476867269;0,419046037;0,418174975;0,738331747;0,573876413;0,025052004;0,01835946;0,321030086;0,321030086;0,321030086;0,254531851;0,203226914;0,125931515;0,069685557;0,351261386;0,369811819;0,400265477;0,418956362;0,226195582;0,161595462;0,066499617;x;0,291764809;0,230772211;0,135601209;0,063671706;0,390894195;0,402265301;0,412393429;0,415320259;0,304925549;0,192737136;0,05550053;-0,033086021;0,29163867;0,23331924;0,136911854;0,066630196;0,391078689;0,404471902;0,413259095;0,416766657;0,294406745;0,177112116;0,051396279;-0,026071155;0,014463205;0,441669554;0,346321894;-0,131289423;0,417172691;0,237031047
IC600.5;0,339801496;0,339070289;0,339751776;0,514288183;0,652983396;0,18634951;0,177681438;0,38036392;0,411472041;0,368108704;0,367804375;0,478467042;0,588960684;0,115155095;0,109432199;0,61552618;0,788246071;0,153583346;0,138036663;0,411164206;0,445100172;0,367660145;0,366694907;0,55771977;0,701786065;0,087979606;0,07799892;0,637781276;1;0,137887122;0,135238636;0,412829832;0,44793042;0,365134939;0,364329265;0,579592106;0,709219524;0,087985786;0,074876798;0,264867172;0,264867172;0,264867172;0,222735129;0,193978614;0,145038098;0,112570403;0,293429932;0,313478354;0,34304122;0,362530804;0,196566943;0,152558742;0,08418518;0,041722988;0,259520827;0,22694242;0,158697331;0,110110794;0,331571781;0,350044735;0,359492094;0,362747632;0,264953274;0,19982772;0,099389451;0,034544894;0,260228701;0,230585041;0,160837394;0,112989869;0,332662942;0,353075634;0,360365818;0,363957963;0,261706471;0,19868926;0,0964014;0,033845936;0,023695247;0,377045201;0,325528965;-0,086627829;0,350211629;0,21490153
IC600.75;0,057347021;0,054991155;0,057303976;0,086698705;0,118332216;0,46778997;0,454817268;0,061908057;0,065197455;0,083198238;0,08130535;0,084147314;0,106731014;0,347714992;0,340836334;0,083982696;0,130834309;0,600971394;0,580321386;0,0744744;0,081512128;0,110269129;0,106998109;0,064738075;0,103530467;0,424926828;0,414186174;0,078551484;0,137887122;1;0,651566125;0,079057038;0,082982804;0,117494171;0,115230088;0,062079238;0,105775741;0,476376756;0,46317648;x;x;x;0,100507481;0,174410855;0,305663337;0,416713225;0,027836857;0,04442008;0,070859078;0,087202076;0,079400915;0,137290928;0,237642216;0,326818064;0,124028734;0,20499485;0,335601706;0,440969571;0,0525281;0,073971155;0,094334187;0,10209581;0,102744113;0,181134793;0,285067342;0,367719293;0,11811788;0,206638743;0,349500717;0,459399803;0,048266327;0,075071074;0,10261024;0,111993489;0,097227285;0,193716695;0,321582614;0,411469474;0,085306851;0,070229221;0,178189708;0,096708349;0,036611682;0,157961548
IC601;0,055043781;0,053857037;0,056770448;0,084467403;0,113516567;0,452717893;0,459592626;0,056129609;0,061529424;0,077953813;0,078238695;0,084226763;0,105669862;0,344082019;0,354673263;0,080494833;0,124662748;0,576345009;0,58669419;0,06952839;0,078929447;0,105862052;0,105149461;0,059002307;0,097337112;0,412292047;0,418332623;0,073198623;0,135238636;0,651566125;1;0,07682518;0,081818217;0,113251335;0,113420147;0,055048913;0,105252316;0,460126107;0,46337914;x;x;x;0,099392005;0,17754207;0,319656967;0,425658376;0,023906212;0,040662292;0,068566826;0,084328164;0,075879158;0,137531993;0,249959112;0,335050687;0,123511198;0,208252391;0,349583295;0,4495324;0,049588086;0,071055926;0,091637824;0,099386059;0,102301918;0,187521985;0,305319452;0,37897625;0,118582969;0,210634589;0,363431668;0,467558838;0,046006605;0,072713129;0,099984601;0,109086889;0,097153239;0,201255622;0,342460315;0,423051487;0,087277652;0,067655278;0,177974316;0,102022406;0,03150559;0,158022282
IC610.25;0,664975681;0,667612274;0,664645156;0,571247062;0,474811338;0,085500553;0,082234121;0,733822099;0,730629308;0,757599425;0,757865374;0,497488936;0,397063943;-0,055157024;-0,060877808;0,488508635;0,391668472;0,070578733;0,061951545;0,778457532;0,773274881;0,7499419;0,749321303;0,383654129;0,2884157;-0,073907193;-0,077268702;0,491076702;0,412829832;0,079057038;0,07682518;1;0,775048311;0,747489869;0,746934016;0,387632342;0,298612435;-0,068515142;-0,072493871;0,602451624;0,602451624;0,602451624;0,435283478;0,33092604;0,193330871;0,104057369;0,646543735;0,676328836;0,719325181;0,747707918;0,391564916;0,262234752;0,094992974;-0,011592258;0,490126546;0,373696395;0,212311107;0,100028234;0,703391655;0,722935232;0,737274671;0,744404418;0,342816576;0,219324628;0,067884184;-0,019063955;0,489478735;0,375423182;0,214105281;0,10179543;0,703913946;0,725102882;0,737749852;0,744704786;0,348206613;0,225675091;0,071432877;-0,019483033;-0,35648635;0,779005391;0,444027152;-0,384740847;0,755867095;0,320493684
IC610.5;0,659377832;0,659814042;0,657881058;0,560114904;0,503348919;0,081975189;0,078553485;0,724212404;0,77469419;0,794483783;0,795066592;0,495874674;0,38872696;-0,082593369;-0,090854347;0,471984705;0,420390391;0,073063844;0,066814515;0,765318775;0,827159123;0,790787352;0,791149552;0,375416625;0,278276861;-0,103317433;-0,102784701;0,476867269;0,44793042;0,082982804;0,081818217;0,775048311;1;0,78754517;0,787579722;0,383386499;0,291090047;-0,097202789;-0,099812587;0,630013787;0,630013787;0,630013787;0,454066666;0,347115181;0,204383126;0,107637632;0,676158178;0,709933098;0,756243348;0,786393244;0,408911114;0,273946771;0,097012399;-0,018726235;0,511456952;0,393890258;0,225431183;0,106184377;0,735279155;0,7608816;0,777235469;0,784645771;0,355128087;0,226654143;0,065975964;-0,026650516;0,512381831;0,399369531;0,229367533;0,108966441;0,736963826;0,765701217;0,77944445;0,785443869;0,362472752;0,2339246;0,069188011;-0,026984369;-0,384254107;0,812891952;0,450138276;-0,411708157;0,787940229;0,329631926
IC610.75;0,672586772;0,668870819;0,671493483;0,530159279;0,444675449;0,072989221;0,066214355;0,715559661;0,74840819;0,967168098;0,967195079;0,477668501;0,359562008;-0,202111707;-0,214239702;0,41763685;0,341431305;0,100195453;0,091490899;0,74090154;0,78326334;0,98642873;0,984961269;0,339176745;0,228854355;-0,216800492;-0,216314771;0,419046037;0,365134939;0,117494171;0,113251335;0,747489869;0,78754517;1;0,994237751;0,347009999;0,243072195;-0,207120645;-0,212838059;0,778100855;0,778100855;0,778100855;0,549709933;0,410843728;0,236428441;0,114706248;0,831578888;0,870251857;0,928573413;0,964579403;0,495591547;0,321519276;0,098797459;-0,049596111;0,603706716;0,464596906;0,27393601;0,135709842;0,882986826;0,921724842;0,959477751;0,977516249;0,423077369;0,26504502;0,064339569;-0,055434044;0,59762682;0,465551915;0,283751569;0,150435947;0,878385619;0,923460667;0,966330932;0,986876509;0,433881482;0,275621532;0,066393224;-0,058179931;-0,504890033;0,962178771;0,498030193;-0,536452765;0,94734264;0,359128039
IC611;0,672898286;0,6688433;0,671557436;0,529207169;0,443550409;0,070248954;0,065354454;0,715193272;0,747385089;0,965793398;0,969453053;0,476842024;0,358734624;-0,204541049;-0,215920853;0,41617212;0,339456449;0,097928055;0,092173808;0,740697428;0,783174054;0,985569244;0,987995989;0,338348765;0,227518451;-0,219293565;-0,218733272;0,418174975;0,364329265;0,115230088;0,113420147;0,746934016;0,787579722;0,994237751;1;0,345832911;0,242148739;-0,209247089;-0,215246629;0,780622985;0,780622985;0,780622985;0,551024625;0,411309623;0,236292085;0,114431812;0,83382621;0,872267038;0,931035539;0,967240006;0,496884883;0,322259241;0,098423387;-0,050260701;0,605263165;0,465762438;0,274746413;0,136541769;0,885608971;0,924463418;0,962273574;0,980720749;0,424400455;0,266067577;0,064531935;-0,055639282;0,599096508;0,466927881;0,285097615;0,151117092;0,880789333;0,926279594;0,969420756;0,989895701;0,435365267;0,276535301;0,066183739;-0,05861525;-0,507339808;0,964787151;0,498019663;-0,539390606;0,94991005;0,358803962
IC620.25;0,393771071;0,397145286;0,396413;0,573010282;0,481109817;0,136348277;0,131467709;0,384772213;0,376006009;0,353980279;0,352679139;0,586060294;0,492810823;0,131138567;0,119536721;0,723375567;0,592780514;0,06624918;0,061276931;0,385288425;0,380696637;0,347174337;0,346376214;0,745662685;0,602875664;0,071688833;0,065742872;0,738331747;0,579592106;0,062079238;0,055048913;0,387632342;0,383386499;0,347009999;0,345832911;1;0,596742778;0,067459829;0,066035042;0,289304262;0,289304262;0,289304262;0,227054126;0,183290242;0,108773825;0,056238838;0,306273338;0,32099706;0,338054411;0,349806685;0,212166047;0,159656452;0,081145378;0,025546703;0,243870995;0,193422072;0,107537195;0,047487744;0,324279166;0,335179339;0,340302154;0,344021878;0,300238105;0,196251879;0,070716628;-0,010027506;0,243151062;0,192992144;0,107851635;0,047532423;0,323884715;0,335070454;0,340876567;0,34408573;0,287362328;0,179456247;0,06680613;x;0,067383268;0,366619625;0,3353885;-0,079390755;0,35946047;0,225102338
IC620.5;0,308639847;0,314782976;0,310967467;0,465675263;0,587337161;0,158607432;0,152850194;0,29680186;0,290615096;0,248163943;0,246033652;0,479687697;0,60712974;0,176647377;0,174609681;0,561829784;0,702439878;0,121466293;0,102904331;0,29580119;0,28970852;0,243246596;0,242789566;0,582050289;0,736960592;0,149573959;0,142332113;0,573876413;0,709219524;0,105775741;0,105252316;0,298612435;0,291090047;0,243072195;0,242148739;0,596742778;1;0,1438746;0,137586852;0,19715132;0,19715132;0,19715132;0,174723184;0,153199769;0,109337677;0,078248966;0,211846642;0,222727448;0,236140983;0,244608115;0,162123079;0,135115513;0,090408767;0,062487718;0,18364032;0,15735547;0,106650127;0,07306377;0,223252043;0,232179359;0,238025509;0,241439641;0,241895286;0,190644264;0,107004566;0,055557533;0,185028938;0,157726872;0,106088772;0,073306183;0,224340227;0,232755974;0,237905126;0,24154779;0,235148223;0,184302188;0,105296916;0,056950113;0,119581206;0,259322097;0,30574799;x;0,249451487;0,203247079
IC620.75;-0,041008054;-0,044778824;-0,035022139;0,011190275;0,059603679;0,388585185;0,38085925;-0,064948245;-0,083514105;-0,201575929;-0,206020783;0,038704843;0,101415268;0,531814409;0,523560568;0,034617213;0,087427975;0,417592058;0,41188628;-0,070754603;-0,093062284;-0,206406861;-0,209806634;0,074242394;0,140416475;0,582097985;0,581086894;0,025052004;0,087985786;0,476376756;0,460126107;-0,068515142;-0,097202789;-0,207120645;-0,209247089;0,067459829;0,1438746;1;0,617552113;-0,191023484;-0,191023484;-0,191023484;-0,041305704;0,063486322;0,216914279;0,32690819;-0,193534105;-0,197820165;-0,203016151;-0,205094947;-0,032832385;0,083302897;0,255331942;0,378892082;-0,048631227;0,051518345;0,200047705;0,310007275;-0,19449864;-0,199082989;-0,205080736;-0,208741229;0,028879404;0,147558551;0,309977608;0,416328843;-0,047415134;0,04908914;0,201115459;0,310711257;-0,193267005;-0,201358595;-0,205104847;-0,208693873;0,015976432;0,154726495;0,343331852;0,458482111;0,380211017;-0,19708075;0,1820976;0,407973979;-0,218336512;0,171661262
IC621;-0,043419625;-0,046223115;-0,036158325;0,010796182;0,057919342;0,368732191;0,369906229;-0,066396152;-0,083851738;-0,206869968;-0,210713792;0,036954756;0,098191633;0,514702177;0,527949098;0,028845719;0,078468473;0,409457432;0,414291608;-0,074624461;-0,095053876;-0,212315946;-0,214758429;0,066401077;0,138427957;0,571499076;0,581645757;0,01835946;0,074876798;0,46317648;0,46337914;-0,072493871;-0,099812587;-0,212838059;-0,215246629;0,066035042;0,137586852;0,617552113;1;-0,1969277;-0,1969277;-0,1969277;-0,044946703;0,055377763;0,213739356;0,324689006;-0,200175426;-0,204335759;-0,206979362;-0,209245753;-0,035996476;0,075724693;0,251361374;0,375929024;-0,054015888;0,044092882;0,19752689;0,307401391;-0,203096006;-0,204785289;-0,209737725;-0,213805978;0,020395737;0,141254996;0,311794879;0,419755218;-0,052274764;0,041146113;0,198422414;0,306976197;-0,201193237;-0,207575633;-0,209382402;-0,214656359;x;0,148418254;0,345429191;0,462725887;0,380202885;-0,201773627;0,180269993;0,412699513;-0,223834731;0,172093766
LT000;0,590258715;0,586349469;0,591790695;0,459033409;0,378660996;x;x;0,621216748;0,646006555;0,784794895;0,78550686;0,422850024;0,314140725;-0,184299978;-0,193577415;0,318937316;0,241977796;x;x;0,599273882;0,624777974;0,779679329;0,782258738;0,278845096;0,183267263;-0,196808114;-0,19478059;0,321030086;0,264867172;x;x;0,602451624;0,630013787;0,778100855;0,780622985;0,289304262;0,19715132;-0,191023484;-0,1969277;1;1;1;0,645321923;0,443589664;0,197997532;0,042600309;0,936272946;0,892656142;0,830937664;0,796048202;0,685119014;0,496015406;0,267279484;0,119667015;0,60176343;0,409843525;0,184681151;0,038200293;0,872376789;0,834896115;0,80146655;0,787135493;0,565937675;0,407358867;0,213760172;0,09478627;0,603486996;0,412192155;0,18205138;0,034654173;0,873693968;0,837015851;0,800270227;0,785070499;0,585532996;0,421954206;0,214523171;0,087474942;-0,483824338;0,786878041;0,428499277;-0,484167991;0,824180032;0,285686313
LT010;0,590258715;0,586349469;0,591790695;0,459033409;0,378660996;x;x;0,621216748;0,646006555;0,784794895;0,78550686;0,422850024;0,314140725;-0,184299978;-0,193577415;0,318937316;0,241977796;x;x;0,599273882;0,624777974;0,779679329;0,782258738;0,278845096;0,183267263;-0,196808114;-0,19478059;0,321030086;0,264867172;x;x;0,602451624;0,630013787;0,778100855;0,780622985;0,289304262;0,19715132;-0,191023484;-0,1969277;1;1;1;0,645321923;0,443589664;0,197997532;0,042600309;0,936272946;0,892656142;0,830937664;0,796048202;0,685119014;0,496015406;0,267279484;0,119667015;0,60176343;0,409843525;0,184681151;0,038200293;0,872376789;0,834896115;0,80146655;0,787135493;0,565937675;0,407358867;0,213760172;0,09478627;0,603486996;0,412192155;0,18205138;0,034654173;0,873693968;0,837015851;0,800270227;0,785070499;0,585532996;0,421954206;0,214523171;0,087474942;-0,483824338;0,786878041;0,428499277;-0,484167991;0,824180032;0,285686313
LT020;0,590258715;0,586349469;0,591790695;0,459033409;0,378660996;x;x;0,621216748;0,646006555;0,784794895;0,78550686;0,422850024;0,314140725;-0,184299978;-0,193577415;0,318937316;0,241977796;x;x;0,599273882;0,624777974;0,779679329;0,782258738;0,278845096;0,183267263;-0,196808114;-0,19478059;0,321030086;0,264867172;x;x;0,602451624;0,630013787;0,778100855;0,780622985;0,289304262;0,19715132;-0,191023484;-0,1969277;1;1;1;0,645321923;0,443589664;0,197997532;0,042600309;0,936272946;0,892656142;0,830937664;0,796048202;0,685119014;0,496015406;0,267279484;0,119667015;0,60176343;0,409843525;0,184681151;0,038200293;0,872376789;0,834896115;0,80146655;0,787135493;0,565937675;0,407358867;0,213760172;0,09478627;0,603486996;0,412192155;0,18205138;0,034654173;0,873693968;0,837015851;0,800270227;0,785070499;0,585532996;0,421954206;0,214523171;0,087474942;-0,483824338;0,786878041;0,428499277;-0,484167991;0,824180032;0,285686313
LT100.25;0,413490506;0,412987531;0,41556824;0,343596994;0,3031342;0,10294997;0,101621299;0,435565672;0,452892552;0,554790589;0,55536416;0,319108871;0,257626818;-0,030624447;-0,031296798;0,25404205;0,208177302;0,086587875;0,083055213;0,431024979;0,451314801;0,551045446;0,552654004;0,224815089;0,166540775;-0,055237044;-0,047454382;0,254531851;0,222735129;0,100507481;0,099392005;0,435283478;0,454066666;0,549709933;0,551024625;0,227054126;0,174723184;-0,041305704;-0,044946703;0,645321923;0,645321923;0,645321923;1;0,743151688;0,431811815;0,235574644;0,698342406;0,658872077;0,605117719;0,571390785;0,949305838;0,722153297;0,443183731;0,262739003;0,938260693;0,693930728;0,40147428;0,214787222;0,641890432;0,607627569;0,573667005;0,556231936;0,798565049;0,595779157;0,353642284;0,21230569;0,93856556;0,693438192;0,399583659;0,212633695;0,642305369;0,607749602;0,57219386;0,554506493;0,809449029;0,608820867;0,359580381;0,21377436;-0,248659158;0,554858595;0,397047442;-0,241422655;0,564714053;0,264665344
LT100.5;0,308459215;0,307291779;0,3102571;0,269566551;0,255431671;0,195194773;0,188660928;0,325976665;0,339726528;0,415812815;0,415574416;0,251349171;0,21910515;0,07493857;0,076750197;0,203338919;0,183384971;0,155093823;0,15951851;0,328492634;0,346609323;0,411373575;0,412334588;0,180870125;0,146392924;0,040533978;0,049415064;0,203226914;0,193978614;0,174410855;0,17754207;0,33092604;0,347115181;0,410843728;0,411309623;0,183290242;0,153199769;0,063486322;0,055377763;0,443589664;0,443589664;0,443589664;0,743151688;1;0,639082184;0,414490541;0,489484397;0,521766025;0,469508882;0,436329394;0,698929751;0,920687553;0,602643061;0,399550484;0,711057469;0,933393152;0,592240334;0,378241541;0,461991037;0,470393192;0,435558073;0,416500457;0,60999109;0,760973954;0,483037214;0,317776972;0,710642646;0,931261364;0,590195112;0,377453543;0,462059142;0,468955332;0,434291235;0,415833412;0,612071059;0,770816658;0,488233475;0,324366339;-0,123545847;0,412032733;0,364129023;-0,110567551;0,40712245;0,250416081
LT100.75;0,168464551;0,168060468;0,168221713;0,173210265;0,183066105;0,340481087;0,339430522;0,183026741;0,190079975;0,237235503;0,237696738;0,161252672;0,158036414;0,228901399;0,227031117;0,126807426;0,132745578;0,290359033;0,292419272;0,191298791;0,205643367;0,236715467;0,236639826;0,106331838;0,103541105;0,190793193;0,195009708;0,125931515;0,145038098;0,305663337;0,319656967;0,193330871;0,204383126;0,236428441;0,236292085;0,108773825;0,109337677;0,216914279;0,213739356;0,197997532;0,197997532;0,197997532;0,431811815;0,639082184;1;0,733852016;0,235591805;0,26157038;0,300880874;0,26949173;0,39424512;0,570546763;0,873003093;0,638010231;0,43662165;0,621570031;0,92311451;0,669168026;0,244875108;0,25799999;0,260816497;0,240434758;0,371569512;0,501651078;0,705453417;0,508880048;0,434759392;0,620261236;0,922893519;0,670387232;0,244067883;0,257130511;0,261210327;0,240954909;0,361900946;0,499681308;0,711345244;0,52122348;x;0,228325736;0,290443911;0,030581337;0,202890085;0,225547253
LT101;0,077644732;0,077218154;0,077458515;0,108764352;0,138106236;0,452517506;0,46084492;0,083325252;0,088717002;0,112732;0,114601554;0,100886621;0,124621478;0,343626242;0,353893699;0,073064132;0,103804046;0,397643823;0,397463392;0,09799775;0,109672218;0,11460912;0,113724887;0,05226875;0,076234504;0,300468122;0,303944585;0,069685557;0,112570403;0,416713225;0,425658376;0,104057369;0,107637632;0,114706248;0,114431812;0,056238838;0,078248966;0,32690819;0,324689006;0,042600309;0,042600309;0,042600309;0,235574644;0,414490541;0,733852016;1;0,074071267;0,097129407;0,130438733;0,150437645;0,203361464;0,35366243;0,616933481;0,844501044;0,25496665;0,417689567;0,684743094;0,914735253;0,09799713;0,11396355;0,116647013;0,117495328;0,219967539;0,337721853;0,528937269;0,666277017;0,252416701;0,415747861;0,685933508;0,917781281;0,096682243;0,112802049;0,117789761;0,118951474;0,204235997;0,325573323;0,532751653;0,687523719;0,088731426;0,101158406;0,23143348;0,118159958;0,065349549;0,208923861
