;IC000;IC010;IC020;IC100.25;IC100.5;IC100.75;IC101;IC110.25;IC110.5;IC110.75;IC111;IC120.25;IC120.5;IC120.75;IC121;IC400.25;IC400.5;IC400.75;IC401;IC410.25;IC410.5;IC410.75;IC411;IC420.25;IC420.5;IC420.75;IC421;IC600.25;IC600.5;IC600.75;IC601;IC610.25;IC610.5;IC610.75;IC611;IC620.25;IC620.5;IC620.75;IC621;LT000;LT010;LT020;LT100.25;LT100.5;LT100.75;LT101;LT110.25;LT110.5;LT110.75;LT111;LT120.25;LT120.5;LT120.75;LT121;LT400.25;LT400.5;LT400.75;LT401;LT410.25;LT410.5;LT410.75;LT411;LT420.25;LT420.5;LT420.75;LT421;LT600.25;LT600.5;LT600.75;LT601;LT610.25;LT610.5;LT610.75;LT611;LT620.25;LT620.5;LT620.75;LT621;IN-CLOSSENESS;OUT-CLOSENESS;DEGREE;IN-DEGREE;OUT-DEGREE;BETWEENNESS
LT110.25;0,615206992;0,613937213;0,617090724;0,481026552;0,399359166;0,021985201;0,014665782;0,648287647;0,675721251;0,837418856;0,838549282;0,439716786;0,328132743;-0,186674839;-0,196571356;0,348650929;0,270662786;0,023536071;0,018041241;0,641968444;0,672419049;0,832291791;0,834978505;0,299604898;0,197523614;-0,201590949;-0,199873171;0,351261386;0,293429932;0,027836857;0,023906212;0,646543735;0,676158178;0,831578888;0,83382621;0,306273338;0,211846642;-0,193534105;-0,200175426;0,936272946;0,936272946;0,936272946;0,698342406;0,489484397;0,235591805;0,074071267;1;0,954682476;0,890473905;0,853809584;0,633591909;0,450888654;0,225198892;0,077376763;0,651352588;0,452836051;0,21652934;0,062676734;0,931719397;0,893264967;0,855959036;0,83927699;0,527722914;0,36857467;0,171493252;0,05359964;0,651213392;0,452382021;0,214662549;0,060898804;0,931762704;0,892812975;0,854577635;0,838134655;0,5449142;0,381560411;0,173928662;0,048021716;-0,486599576;0,838965114;0,453241419;-0,49555987;0,861504584;0,312721688
LT110.5;0,63377174;0,631582752;0,634314979;0,496147962;0,415071628;0,038849216;0,029818998;0,671362915;0,700443487;0,876402715;0,876931351;0,451326085;0,338323214;-0,189481362;-0,200940454;0,367892464;0,291756483;0,039325914;0,032973263;0,673254445;0,707249549;0,870513344;0,872871313;0,312388022;0,207164638;-0,205831841;-0,202950252;0,369811819;0,313478354;0,04442008;0,040662292;0,676328836;0,709933098;0,870251857;0,872267038;0,32099706;0,222727448;-0,197820165;-0,204335759;0,892656142;0,892656142;0,892656142;0,658872077;0,521766025;0,26157038;0,097129407;0,954682476;1;0,933831003;0,896128169;0,59585929;0,417655106;0,192091177;0,044945643;0,637736792;0,481432398;0,236970881;0,078970428;0,91823421;0,933940405;0,895090998;0,877727506;0,499364251;0,341030904;0,142803469;0,025161467;0,637406314;0,479276267;0,235078676;0,077952372;0,918625653;0,932900915;0,893737008;0,876928211;0,514737674;0,352025347;0,144368217;0,019058724;-0,491786487;0,876029078;0,47023167;-0,507004249;0,889235862;0,328187921
LT110.75;0,656101839;0,655376517;0,655365435;0,518766308;0,435489823;0,063630091;0,055619234;0,700830197;0,729750113;0,932484642;0,934883289;0,469198387;0,353172229;-0,192682603;-0,206574604;0,399497745;0,320875586;0,06321875;0,056404398;0,715007314;0,754419058;0,928858892;0,931545703;0,330495958;0,221432641;-0,212472552;-0,208384805;0,400265477;0,34304122;0,070859078;0,068566826;0,719325181;0,756243348;0,928573413;0,931035539;0,338054411;0,236140983;-0,203016151;-0,206979362;0,830937664;0,830937664;0,830937664;0,605117719;0,469508882;0,300880874;0,130438733;0,890473905;0,933831003;1;0,960651933;0,544629733;0,369582359;0,146167509;x;0,627167189;0,478442319;0,269625424;0,104958491;0,906225983;0,933732662;0,953567079;0,935234531;0,46101191;0,304491762;0,103374609;-0,016367044;0,626194973;0,477005579;0,270618801;0,107111946;0,906360525;0,933550788;0,95397945;0,936050399;0,473186273;0,313719981;0,104956635;-0,020560126;-0,497534045;0,931173773;0,493852546;-0,522375914;0,927222519;0,349449632
LT111;0,674065175;0,671857367;0,673115382;0,533689268;0,448055386;0,076062441;0,069168227;0,71752759;0,748775371;0,96701553;0,971392082;0,479130675;0,361345619;-0,195888915;-0,209273141;0,417978531;0,338583226;0,078174977;0,070658702;0,743543329;0,783822956;0,964192961;0,966604028;0,34141203;0,23001633;-0,214704121;-0,211712913;0,418956362;0,362530804;0,087202076;0,084328164;0,747707918;0,786393244;0,964579403;0,967240006;0,349806685;0,244608115;-0,205094947;-0,209245753;0,796048202;0,796048202;0,796048202;0,571390785;0,436329394;0,26949173;0,150437645;0,853809584;0,896128169;0,960651933;1;0,512411199;0,338508857;0,117155032;-0,030515061;0,616073604;0,470683525;0,264062273;0,119857863;0,896647459;0,930521891;0,95630791;0,970171726;0,437243645;0,278291445;0,077723629;-0,042443187;0,61535991;0,468246457;0,264725003;0,121939292;0,896994017;0,92997776;0,956663929;0,971328312;0,44757437;0,287251974;0,079528477;-0,045806679;-0,504180283;0,965617152;0,506411824;-0,535345755;0,951493787;0,360308736
LT120.25;0,385846317;0,381688806;0,387821452;0,321731238;0,283934884;0,080564557;0,081282196;0,405876973;0,420457943;0,501490658;0,501121093;0,302138908;0,244579671;-0,022816678;-0,022100616;0,227020424;0,182122733;0,065242082;0,062716644;0,388617995;0,404737682;0,497340086;0,498697162;0,207039524;0,155402471;-0,045308866;-0,037577982;0,226195582;0,196566943;0,079400915;0,075879158;0,391564916;0,408911114;0,495591547;0,496884883;0,212166047;0,162123079;-0,032832385;-0,035996476;0,685119014;0,685119014;0,685119014;0,949305838;0,698929751;0,39424512;0,203361464;0,633591909;0,59585929;0,544629733;0,512411199;1;0,766892957;0,483942429;0,302702594;0,891790117;0,653643433;0,37023285;0,189603042;0,581925859;0,548896124;0,518281936;0,50282482;0,83582383;0,633054333;0,392693124;0,251444421;0,89338748;0,654992203;0,368011432;0,186463381;0,583458224;0,550865577;0,517051672;0,500551827;0,847991695;0,646732443;0,398561699;0,252726746;-0,229708348;0,502327941;0,378835968;-0,215144475;0,52383912;0,248262594
LT120.5;0,262081898;0,257632475;0,264334597;0,23287458;0,223460181;0,157751008;0,15344835;0,273894299;0,284369676;0,327293459;0,326258618;0,223793949;0,198658897;0,094139154;0,096646362;0,162572969;0,143116561;0,117851495;0,124072117;0,260685683;0,270574201;0,322520284;0,323497452;0,156638817;0,131967673;0,06250326;0,070115115;0,161595462;0,152558742;0,137290928;0,137531993;0,262234752;0,273946771;0,321519276;0,322259241;0,159656452;0,135115513;0,083302897;0,075724693;0,496015406;0,496015406;0,496015406;0,722153297;0,920687553;0,570546763;0,35366243;0,450888654;0,417655106;0,369582359;0,338508857;0,766892957;1;0,675137808;0,468672654;0,671759274;0,863564266;0,537059975;0,332023321;0,405967777;0,374390244;0,344651349;0,327991197;0,665280681;0,824562125;0,548864046;0,385569104;0,673047797;0,864691586;0,534864041;0,328996679;0,407268108;0,375347487;0,343305075;0,325875274;0,668815173;0,834625796;0,553123375;0,391328967;-0,074442509;0,326983053;0,34253695;-0,051854075;0,338396487;0,235059957
LT120.75;0,097956563;0,096637559;0,102740631;0,118842609;0,136252268;0,274716374;0,275119648;0,104202118;0,108310183;0,102777383;0,101239173;0,120885405;0,129928306;0,266024381;0,267883509;0,068021009;0,074694298;0,225180454;0,227745297;0,092857537;0,095387456;0,099350636;0,099026968;0,079728633;0,089446631;0,230787511;0,232256186;0,066499617;0,08418518;0,237642216;0,249959112;0,094992974;0,097012399;0,098797459;0,098423387;0,081145378;0,090408767;0,255331942;0,251361374;0,267279484;0,267279484;0,267279484;0,443183731;0,602643061;0,873003093;0,616933481;0,225198892;0,192091177;0,146167509;0,117155032;0,483942429;0,675137808;1;0,75653529;0,397945418;0,54919122;0,823191001;0,58203649;0,185117767;0,15309221;0,121719273;0,103550102;0,455332469;0,596152178;0,813751944;0,621814002;0,39890022;0,550770659;0,821568077;0,579317269;0,186540536;0,154223211;0,121304139;0,101935749;0,447707458;0,595536836;0,8188991;0,6331497;0,107004506;0,100862384;0,27527891;0,140702432;0,099819265;0,22005582
LT121;x;x;x;0,045129691;0,085498959;0,369497426;0,378478023;x;x;-0,04647565;-0,047754601;0,054475496;0,092158225;0,394443054;0,408337225;x;0,038949056;0,314259477;0,313678557;-0,016924844;-0,018857467;-0,049441572;-0,049934489;0,025859873;0,066099109;0,354177373;0,354285471;x;0,041722988;0,326818064;0,335050687;-0,011592258;-0,018726235;-0,049596111;-0,050260701;0,025546703;0,062487718;0,378892082;0,375929024;0,119667015;0,119667015;0,119667015;0,262739003;0,399550484;0,638010231;0,844501044;0,077376763;0,044945643;x;-0,030515061;0,302702594;0,468672654;0,75653529;1;0,220765624;0,34784207;0,58648778;0,796222142;0,039795082;x;-0,026278271;-0,045901263;0,324952822;0,456032301;0,664475973;0,812020435;0,221492654;0,348793695;0,584949478;0,79470677;0,041118051;x;-0,02639231;-0,047051944;0,311033677;0,445676064;0,668353112;0,832190077;0,224628787;-0,048973547;0,224851278;0,263128274;-0,05758843;0,208508541
LT400.25;0,436950216;0,434359868;0,43638735;0,367158754;0,325855507;0,137801031;0,13817299;0,464618609;0,482706762;0,610574095;0,61293755;0,33647613;0,271464105;-0,034200528;-0,03162405;0,295245685;0,246546384;0,105106097;0,100605879;0,488174192;0,511156837;0,601386666;0,602858434;0,243387529;0,17935534;-0,064326516;-0,057462346;0,291764809;0,259520827;0,124028734;0,123511198;0,490126546;0,511456952;0,603706716;0,605263165;0,243870995;0,18364032;-0,048631227;-0,054015888;0,60176343;0,60176343;0,60176343;0,938260693;0,711057469;0,43662165;0,25496665;0,651352588;0,637736792;0,627167189;0,616073604;0,891790117;0,671759274;0,397945418;0,220765624;1;0,739269679;0,432333692;0,236323736;0,713871856;0,668847885;0,627120294;0,605274908;0,766186171;0,561386746;0,315340217;0,173952191;0,985036067;0,73184682;0,433195738;0,240963342;0,702707331;0,664125932;0,627520822;0,607676296;0,772655153;0,572500041;0,32314834;0,178844764;-0,253969999;0,618888348;0,414868319;-0,258584387;0,59895483;0,280453825
LT400.5;0,327712419;0,324571256;0,327393175;0,289042131;0,270772186;0,221398452;0,21601083;0,350329801;0,364696483;0,464328429;0,465312846;0,265937963;0,228631925;0,063399474;0,067841613;0,23462038;0,216657931;0,182877445;0,188892163;0,373732807;0,396726847;0,467131904;0,467833825;0,191706456;0,154052873;0,029498881;0,037415693;0,230772211;0,22694242;0,20499485;0,208252391;0,373696395;0,393890258;0,464596906;0,465762438;0,193422072;0,15735547;0,051518345;0,044092882;0,409843525;0,409843525;0,409843525;0,693930728;0,933393152;0,621570031;0,417689567;0,452836051;0,481432398;0,478442319;0,470683525;0,653643433;0,863564266;0,54919122;0,34784207;0,739269679;1;0,645012661;0,421413365;0,50071521;0,542747793;0,499225653;0,475440952;0,578640672;0,723017021;0,443450867;0,278726451;0,737563462;0,975232579;0,628787738;0,408411184;0,49968775;0,52632896;0,489206123;0,46770001;0,578226893;0,731581113;0,448645117;0,28647571;-0,140697756;0,463655639;0,370202882;-0,137046082;0,43717085;0,253650416
LT400.75;0,1783394;0,174200254;0,175448363;0,178569652;0,184080108;0,335723175;0,341528729;0,191417987;0,199443194;0,255038118;0,256202492;0,165732637;0,157147476;0,206283024;0,207690793;0,13834618;0,148376486;0,32680964;0,329928871;0,209954717;0,229490229;0,283292678;0,283382215;0,109690477;0,102145674;0,177642027;0,178183603;0,135601209;0,158697331;0,335601706;0,349583295;0,212311107;0,225431183;0,27393601;0,274746413;0,107537195;0,106650127;0,200047705;0,19752689;0,184681151;0,184681151;0,184681151;0,40147428;0,592240334;0,92311451;0,684743094;0,21652934;0,236970881;0,269625424;0,264062273;0,37023285;0,537059975;0,823191001;0,58648778;0,432333692;0,645012661;1;0,740028164;0,249594653;0,286381564;0,32162642;0,297164186;0,351003218;0,477956545;0,674591389;0,478639109;0,436948797;0,638750174;0,964816934;0,70385054;0,252942574;0,282742117;0,301935089;0,276993027;0,341799836;0,47616852;0,678971783;0,488755581;-0,01137381;0,24844861;0,282446568;x;0,216298067;0,216678534
LT401;0,075236018;0,072266323;0,072719931;0,102587408;0,129184034;0,42966826;0,442796938;0,080874146;0,084460993;0,107207869;0,108266883;0,098151796;0,116246134;0,32004847;0,330236329;0,068216885;0,103132778;0,43486829;0,434681779;0,093473741;0,110085087;0,147336242;0,147112922;0,048499651;0,070874436;0,28731367;0,287716917;0,063671706;0,110110794;0,440969571;0,4495324;0,100028234;0,106184377;0,135709842;0,136541769;0,047487744;0,07306377;0,310007275;0,307401391;0,038200293;0,038200293;0,038200293;0,214787222;0,378241541;0,669168026;0,914735253;0,062676734;0,078970428;0,104958491;0,119857863;0,189603042;0,332023321;0,58203649;0,796222142;0,236323736;0,421413365;0,740028164;1;0,086225982;0,119652468;0,152571171;0,165836312;0,206908674;0,324672431;0,510823969;0,646415838;0,24389606;0,42193962;0,714145653;0,948565098;0,091973211;0,12036506;0,137440156;0,139245661;0,194446711;0,314215827;0,512191087;0,663043968;0,073414205;0,096814879;0,214387829;0,102029416;0,063153987;0,189064582
LT410.25;0,634839438;0,63109831;0,633814798;0,502725963;0,421426894;0,060818831;0,055231914;0,673247371;0,701438481;0,891438879;0,895251465;0,454919687;0,34221972;-0,181799536;-0,18901519;0,392470874;0,310644938;0,042311509;0,036948622;0,701217906;0,734092439;0,880759231;0,883340207;0,320738556;0,212794298;-0,204953764;-0,203945663;0,390894195;0,331571781;0,0525281;0,049588086;0,703391655;0,735279155;0,882986826;0,885608971;0,324279166;0,223252043;-0,19449864;-0,203096006;0,872376789;0,872376789;0,872376789;0,641890432;0,461991037;0,244875108;0,09799713;0,931719397;0,91823421;0,906225983;0,896647459;0,581925859;0,405967777;0,185117767;0,039795082;0,713871856;0,50071521;0,249594653;0,086225982;1;0,950549417;0,90690225;0,885829923;0,498745279;0,336977016;0,135656288;0,019084132;0,701605939;0,494119633;0,250623612;0,090436147;0,989493494;0,946476842;0,90738663;0,888214516;0,509715154;0,347367814;0,140284469;0,01748841;-0,473069121;0,903442247;0,478272914;-0,496135057;0,890247852;0,337747349
LT410.5;0,649950989;0,64491052;0,648698966;0,516071846;0,432294232;0,071674004;0,065303219;0,691569753;0,721728749;0,925089924;0,928063192;0,465293453;0,349893124;-0,185319629;-0,195238605;0,404683298;0,328985463;0,065458015;0,060461892;0,721722233;0,761651841;0,923696324;0,925980005;0,329121858;0,220336816;-0,208444583;-0,205939533;0,402265301;0,350044735;0,073971155;0,071055926;0,722935232;0,7608816;0,921724842;0,924463418;0,335179339;0,232179359;-0,199082989;-0,204785289;0,834896115;0,834896115;0,834896115;0,607627569;0,470393192;0,25799999;0,11396355;0,893264967;0,933940405;0,933732662;0,930521891;0,548896124;0,374390244;0,15309221;x;0,668847885;0,542747793;0,286381564;0,119652468;0,950549417;1;0,954314152;0,93229869;0,470749842;0,311030872;0,11064619;x;0,666583435;0,524994688;0,276064598;0,111484766;0,949572678;0,98693211;0,947050653;0,926911818;0,481386851;0,321005243;0,113372803;x;-0,482278849;0,930384995;0,489286808;-0,509082266;0,913981475;0,347856501
LT410.75;0,66203875;0,656571734;0,659196231;0,522520149;0,438220358;0,071267192;0,067331221;0,70412;0,735537368;0,95003299;0,953486056;0,471974239;0,353887257;-0,196559871;-0,208001017;0,412991385;0,337983086;0,090388051;0,084752178;0,733549753;0,777428962;0,965792446;0,968071008;0,335867304;0,223941443;-0,213185166;-0,212002589;0,412393429;0,359492094;0,094334187;0,091637824;0,737274671;0,777235469;0,959477751;0,962273574;0,340302154;0,238025509;-0,205080736;-0,209737725;0,80146655;0,80146655;0,80146655;0,573667005;0,435558073;0,260816497;0,116647013;0,855959036;0,895090998;0,953567079;0,95630791;0,518281936;0,344651349;0,121719273;-0,026278271;0,627120294;0,499225653;0,32162642;0,152571171;0,90690225;0,954314152;1;0,978086458;0,443971125;0,28685953;0,085538704;-0,033677129;0,629277634;0,49472989;0,302232991;0,13203662;0,90935545;0,952084573;0,986438416;0,96499457;0,454736574;0,296016706;0,086435515;-0,038459809;-0,49487363;0,950773947;0,496407428;-0,524643901;0,934989394;0,354831408
LT411;0,670901778;0,665652496;0,667901233;0,528229417;0,441909796;0,068516877;0,063660064;0,71283365;0,7441186;0,961975316;0,965918363;0,476043441;0,35670029;-0,202540183;-0,216288463;0,415322824;0,339643867;0,10024087;0,093663736;0,739038855;0,783666233;0,984770742;0,987142792;0,338027521;0,226389687;-0,216786449;-0,215128479;0,415320259;0,362747632;0,10209581;0,099386059;0,744404418;0,784645771;0,977516249;0,980720749;0,344021878;0,241439641;-0,208741229;-0,213805978;0,787135493;0,787135493;0,787135493;0,556231936;0,416500457;0,240434758;0,117495328;0,83927699;0,877727506;0,935234531;0,970171726;0,50282482;0,327991197;0,103550102;-0,045901263;0,605274908;0,475440952;0,297164186;0,165836312;0,885829923;0,93229869;0,978086458;1;0,428499939;0,271306726;0,070435651;-0,048496323;0,609180242;0,474534806;0,282710884;0,139602228;0,889730052;0,932757949;0,968337882;0,983511249;0,440509136;0,281058732;0,071207833;-0,053828501;-0,50719458;0,960899255;0,497628239;-0,53746864;0,947301596;0,356042224
LT420.25;0,32754218;0,324890599;0,329376416;0,284342913;0,260679491;0,134104897;0,13358035;0,345902499;0,357646001;0,429590073;0,428811096;0,268272796;0,228181896;0,047869045;0,050340518;0,313051262;0,270065851;0,086403689;0,080645728;0,339373343;0,351272385;0,424086737;0,42528758;0,301363546;0,252888452;x;x;0,304925549;0,264953274;0,102744113;0,102301918;0,342816576;0,355128087;0,423077369;0,424400455;0,300238105;0,241895286;0,028879404;0,020395737;0,565937675;0,565937675;0,565937675;0,798565049;0,60999109;0,371569512;0,219967539;0,527722914;0,499364251;0,46101191;0,437243645;0,83582383;0,665280681;0,455332469;0,324952822;0,766186171;0,578640672;0,351003218;0,206908674;0,498745279;0,470749842;0,443971125;0,428499939;1;0,728444146;0,455557218;0,292734368;0,766614756;0,578435234;0,348832331;0,204937975;0,499537132;0,471152115;0,443255112;0,4273809;0,961581925;0,713396263;0,454997752;0,312378298;-0,028004033;0,432224626;0,382480158;-0,12203687;0,439792071;0,245246762
LT420.5;0,213928346;0,210037672;0,217138127;0,199150362;0,194860455;0,176226788;0,175987952;0,225310391;0,232442521;0,26909094;0,268408439;0,191101108;0,175299956;0,131416935;0,13164318;0,198456019;0,197441551;0,177767433;0,177936294;0,215397178;0,22545323;0,266582743;0,26707121;0,197609093;0,19340702;0,135125618;0,138163795;0,192737136;0,19982772;0,181134793;0,187521985;0,219324628;0,226654143;0,26504502;0,266067577;0,196251879;0,190644264;0,147558551;0,141254996;0,407358867;0,407358867;0,407358867;0,595779157;0,760973954;0,501651078;0,337721853;0,36857467;0,341030904;0,304491762;0,278291445;0,633054333;0,824562125;0,596152178;0,456032301;0,561386746;0,723017021;0,477956545;0,324672431;0,336977016;0,311030872;0,28685953;0,271306726;0,728444146;1;0,678655518;0,492457629;0,562949084;0,722522275;0,473973235;0,319517268;0,337981359;0,310628485;0,284741945;0,268474994;0,739633321;0,957468203;0,652800643;0,487251228;0,036444828;0,26803713;0,322566833;x;0,271686549;0,204654011
LT420.75;0,070344779;0,068110506;0,075284756;0,091923743;0,107045325;0,249089956;0,252416232;0,073092186;0,075126178;0,066842274;0,065376741;0,094997829;0,104953212;0,253567328;0,254359239;0,058664062;0,085207543;0,301900343;0,299487791;0,063336879;0,065413046;0,066224244;0,065979473;0,066956665;0,09745364;0,308945139;0,307306699;0,05550053;0,099389451;0,285067342;0,305319452;0,067884184;0,065975964;0,064339569;0,064531935;0,070716628;0,107004566;0,309977608;0,311794879;0,213760172;0,213760172;0,213760172;0,353642284;0,483037214;0,705453417;0,528937269;0,171493252;0,142803469;0,103374609;0,077723629;0,392693124;0,548864046;0,813751944;0,664475973;0,315340217;0,443450867;0,674591389;0,510823969;0,135656288;0,11064619;0,085538704;0,070435651;0,455557218;0,678655518;1;0,780796919;0,318359913;0,445222762;0,671677378;0,505671977;0,137953585;0,111877494;0,084446095;0,06781879;0,478527116;0,662926575;0,944803385;0,741764455;0,127505678;0,063661973;0,245274745;0,147122569;0,060459275;0,181494514
LT421;-0,013275945;-0,014029255;x;0,029180225;0,062655399;0,291673366;0,302801981;-0,016155539;-0,01692251;-0,05417792;-0,056605558;0,041257913;0,073413185;0,329395066;0,340077169;-0,030629955;0,016293244;0,390781327;0,389778638;-0,024849395;-0,025964971;-0,052309489;-0,053283823;-0,014046821;0,041013573;0,426071127;0,424453215;-0,033086021;0,034544894;0,367719293;0,37897625;-0,019063955;-0,026650516;-0,055434044;-0,055639282;-0,010027506;0,055557533;0,416328843;0,419755218;0,09478627;0,09478627;0,09478627;0,21230569;0,317776972;0,508880048;0,666277017;0,05359964;0,025161467;-0,016367044;-0,042443187;0,251444421;0,385569104;0,621814002;0,812020435;0,173952191;0,278726451;0,478639109;0,646415838;0,019084132;x;-0,033677129;-0,048496323;0,292734368;0,492457629;0,780796919;1;0,178064373;0,28041756;0,475073501;0,639004616;0,022217582;x;-0,035163843;-0,052666732;0,314282563;0,491202915;0,752743181;0,936673057;0,191569015;-0,056360624;0,20609753;0,250908153;-0,065245531;0,180457967
LT600.25;0,437272045;0,433879683;0,437126531;0,366615799;0,324738692;0,135019228;0,135313191;0,463624007;0,482878409;0,609588007;0,611545957;0,335261253;0,271240583;-0,03269746;-0,031974843;0,294438826;0,246165299;0,106894659;0,102522064;0,487178203;0,510603004;0,603223568;0,604382131;0,24302331;0,179296242;-0,062233085;-0,05524289;0,29163867;0,260228701;0,11811788;0,118582969;0,489478735;0,512381831;0,59762682;0,599096508;0,243151062;0,185028938;-0,047415134;-0,052274764;0,603486996;0,603486996;0,603486996;0,93856556;0,710642646;0,434759392;0,252416701;0,651213392;0,637406314;0,626194973;0,61535991;0,89338748;0,673047797;0,39890022;0,221492654;0,985036067;0,737563462;0,436948797;0,24389606;0,701605939;0,666583435;0,629277634;0,609180242;0,766614756;0,562949084;0,318359913;0,178064373;1;0,73575393;0,429105252;0,232626513;0,713727859;0,665899735;0,623791489;0,601893992;0,773466003;0,574063897;0,325620987;0,18130616;-0,254143683;0,6175917;0,415352348;-0,25765811;0,598811589;0,282839027
LT600.5;0,326330419;0,322484873;0,325961031;0,28683573;0,266362585;0,213597822;0,211633552;0,347493862;0,363074811;0,459267245;0,461487285;0,262935056;0,225859081;0,06160539;0,063342513;0,232948246;0,216159514;0,192211443;0,198648096;0,37094767;0,39547301;0,47570932;0,476311087;0,189186916;0,150763879;0,028972332;0,036295574;0,23331924;0,230585041;0,206638743;0,210634589;0,375423182;0,399369531;0,465551915;0,466927881;0,192992144;0,157726872;0,04908914;0,041146113;0,412192155;0,412192155;0,412192155;0,693438192;0,931261364;0,620261236;0,415747861;0,452382021;0,479276267;0,477005579;0,468246457;0,654992203;0,864691586;0,550770659;0,348793695;0,73184682;0,975232579;0,638750174;0,42193962;0,494119633;0,524994688;0,49472989;0,474534806;0,578435234;0,722522275;0,445222762;0,28041756;0,73575393;1;0,646053469;0,421312426;0,497249468;0,541976442;0,498640627;0,473544571;0,58010247;0,732074822;0,450573978;0,28696941;-0,141807473;0,46151304;0,367788775;-0,135905529;0,435092986;0,253951507
LT600.75;0,178197095;0,174138001;0,177277072;0,178328569;0,183263896;0,335290115;0,340192176;0,191056453;0,200143274;0,253610208;0,255640906;0,164664193;0,157655604;0,20549121;0,206756576;0,136628877;0,146046554;0,33177391;0,335489914;0,209369379;0,227094646;0,285858149;0,285913138;0,105642907;0,100265546;0,176676406;0,176351035;0,136911854;0,160837394;0,349500717;0,363431668;0,214105281;0,229367533;0,283751569;0,285097615;0,107851635;0,106088772;0,201115459;0,198422414;0,18205138;0,18205138;0,18205138;0,399583659;0,590195112;0,922893519;0,685933508;0,214662549;0,235078676;0,270618801;0,264725003;0,368011432;0,534864041;0,821568077;0,584949478;0,433195738;0,628787738;0,964816934;0,714145653;0,250623612;0,276064598;0,302232991;0,282710884;0,348832331;0,473973235;0,671677378;0,475073501;0,429105252;0,646053469;1;0,739097312;0,24729179;0,287639025;0,322641028;0,296595518;0,340877952;0,473800411;0,679308945;0,489080352;-0,010285182;0,249548136;0,280474275;x;0,215393851;0,221099221
LT601;0,075553295;0,073715004;0,075533474;0,101496146;0,129532097;0,431687094;0,4434407;0,081080461;0,085718351;0,106686839;0,108838971;0,097015537;0,117288518;0,317336959;0,328565391;0,067577809;0,101076418;0,431450655;0,433962884;0,092316921;0,106039995;0,144695525;0,144379377;0,044347726;0,069589708;0,284834322;0,284212907;0,066630196;0,112989869;0,459399803;0,467558838;0,10179543;0,108966441;0,150435947;0,151117092;0,047532423;0,073306183;0,310711257;0,306976197;0,034654173;0,034654173;0,034654173;0,212633695;0,377453543;0,670387232;0,917781281;0,060898804;0,077952372;0,107111946;0,121939292;0,186463381;0,328996679;0,579317269;0,79470677;0,240963342;0,408411184;0,70385054;0,948565098;0,090436147;0,111484766;0,13203662;0,139602228;0,204937975;0,319517268;0,505671977;0,639004616;0,232626513;0,421312426;0,739097312;1;0,083370883;0,120011806;0,152698305;0,166717133;0,190694919;0,311689089;0,51020909;0,659691989;0,073214795;0,098029651;0,21197951;0,1010188;0,062377517;0,190563037
LT610.25;0,636057047;0,631378754;0,634902618;0,502940731;0,421020151;0,058780859;0,053244475;0,672992786;0,702275396;0,891601371;0,894879349;0,45461326;0,342662997;-0,180376899;-0,189175203;0,391955611;0,309990998;0,044022591;0,038461249;0,70117654;0,734412743;0,883015926;0,885153533;0,320472496;0,212857228;-0,203416695;-0,202385089;0,391078689;0,332662942;0,048266327;0,046006605;0,703913946;0,736963826;0,878385619;0,880789333;0,323884715;0,224340227;-0,193267005;-0,201193237;0,873693968;0,873693968;0,873693968;0,642305369;0,462059142;0,244067883;0,096682243;0,931762704;0,918625653;0,906360525;0,896994017;0,583458224;0,407268108;0,186540536;0,041118051;0,702707331;0,49968775;0,252942574;0,091973211;0,989493494;0,949572678;0,90935545;0,889730052;0,499537132;0,337981359;0,137953585;0,022217582;0,713727859;0,497249468;0,24729179;0,083370883;1;0,94900687;0,90499208;0,884024925;0,510349775;0,348906465;0,142629281;0,019758788;-0,472953201;0,903277116;0,479190849;-0,495007251;0,890827537;0,340648428
LT610.5;0,649526935;0,644097033;0,648231541;0,514846668;0,429190168;0,065384148;0,061470613;0,689564944;0,720826644;0,922389278;0,926133804;0,463433251;0,348160808;-0,187470863;-0,199475168;0,403650729;0,328910882;0,07206515;0,067401885;0,720228659;0,761463784;0,930940124;0,93336316;0,327570674;0,21832381;-0,209619907;-0,207745123;0,404471902;0,353075634;0,075071074;0,072713129;0,725102882;0,765701217;0,923460667;0,926279594;0,335070454;0,232755974;-0,201358595;-0,207575633;0,837015851;0,837015851;0,837015851;0,607749602;0,468955332;0,257130511;0,112802049;0,892812975;0,932900915;0,933550788;0,92997776;0,550865577;0,375347487;0,154223211;x;0,664125932;0,52632896;0,282742117;0,12036506;0,946476842;0,98693211;0,952084573;0,932757949;0,471152115;0,310628485;0,111877494;x;0,665899735;0,541976442;0,287639025;0,120011806;0,94900687;1;0,954710585;0,931908556;0,482983967;0,321319007;0,114397986;x;-0,483800783;0,929668221;0,487702931;-0,50928518;0,91327937;0,347222107
