i;|Xi|;|F(Xi)|;profundidad2;dirección0;prob vecinos1
209;475;2835
1922;269;2768
504;278;2765
987;222;2336
2446;198;1181
986;253;2783
1603;239;2765
446;355;2807
436;240;2396
512;435;2816
767;279;2379
469;438;2813
188;757;2985
257;413;2857
7400;329;2803
263;278;2773
562;477;2831
1691;663;2892
14;1147;3014
13;1209;2996
139;539;2824
318;764;2862
862;311;2816
251;432;2905
111;933;2879
16;1159;2960
5342;811;2949
3;1484;3054
219;723;2845
268;546;2811
2839;199;1182
1929;201;1184
420;355;2807
532;356;2812
7401;331;2808
200;366;2778
402;376;2809
7508;204;1186
7552;947;2962
7500;226;2311
7482;366;2376
7583;537;2948
971;335;1567
92;909;2917
7336;276;1084
1545;237;835
103;1001;2957
207;680;2123
6;1333;3005
7380;443;1346
287;749;2866
754;481;1926
26;1553;3025
34;1002;2869
525;274;1073
56;732;2848
1849;237;835
557;471;1466
208;506;2045
1558;263;853
2346;237;835
974;360;1727
262;514;2248
2001;256;971
815;513;2087
120;611;1985
492;716;2879
1175;376;2444
32;1176;2951
172;754;2263
1347;362;1421
1338;237;835
105;792;2836
818;425;1300
890;354;1317
1362;281;1001
1547;237;835
1056;366;1713
2280;478;1822
879;517;1588
36;1069;2956
590;266;870
3260;237;835
1174;319;1191
3198;237;835
460;388;1956
3200;237;835
589;285;2142
433;372;1457
81;689;2185
7509;361;1915
973;290;1037
1555;322;1142
3154;237;835
7595;856;2888
1361;385;1242
2331;259;950
509;449;2793
969;466;1534
197;995;2921
621;533;1861
1036;375;1165
1054;530;2763
1818;237;835
358;504;2850
748;650;2843
88;1028;2920
163;715;2852
1576;257;872
2353;237;835
3221;237;835
136;863;2902
1367;252;1064
7512;542;2835
757;515;1547
49;927;2936
646;257;939
2328;276;1092
1360;455;1211
7377;404;1781
2321;237;835
125;903;2891
1548;362;1421
1837;283;896
1834;321;904
703;575;2395
1456;413;1835
7406;360;1162
1832;319;1104
3105;237;835
641;603;2853
320;738;2941
885;418;1731
632;558;2940
2300;237;835
702;433;1458
228;681;2188
752;520;1953
2291;237;835
656;458;2454
877;538;1573
2293;149;640
650;613;2258
3328;237;835
720;348;1376
1379;411;1911
3275;237;835
345;654;2135
336;385;1783
295;885;2942
1375;329;1386
435;311;1418
7390;434;1935
12;1052;2905
1853;258;1154
1184;421;1205
1064;398;1446
1560;359;1159
988;269;2644
203;876;2956
976;373;1157
289;592;1826
7394;139;699
3203;237;835
1844;11;93
2053;253;1237
1363;332;2782
3181;237;835
288;784;2882
2263;240;856
3132;237;835
1059;481;1667
2332;242;842
691;305;1252
1550;406;2819
286;540;2818
205;733;2879
1359;364;1796
1459;400;1363
135;807;2942
7432;334;1768
1815;263;1015
3127;237;835
1836;314;1089
266;776;2879
2311;362;1421
2308;302;1191
27;1038;2904
755;242;842
2306;238;835
5679;557;1954
1790;254;896
937;428;1790
100;1027;2970
53;731;2892
2298;238;836
3087;237;835
1274;318;1313
227;700;2886
1348;416;1767
2295;237;835
394;402;1963
3043;102;427
2285;238;835
1536;364;1968
883;382;1831
199;681;2826
2290;330;1194
1816;408;2500
1524;372;1423
1169;56;393
749;253;939
876;447;2210
33;1390;3030
1824;238;836
7525;511;1971
638;534;1989
162;622;2159
886;396;1126
2903;238;836
3049;238;836
7604;1176;3028
215;336;1423
479;403;2759
302;425;2828
131;660;2879
859;217;849
437;351;2725
1398;228;737
423;243;955
510;327;2725
224;354;2803
7582;348;2665
311;321;1270
1230;193;693
1239;231;896
567;271;934
466;304;1091
1085;202;688
771;274;929
1270;223;834
1264;283;1358
3774;295;2693
1003;281;1167
367;319;1289
1107;239;900
661;237;856
274;685;2872
654;248;856
910;206;724
1091;256;890
84;588;2822
531;313;1369
501;284;926
583;247;894
1702;314;2718
3356;190;663
733;354;1822
356;499;2736
1678;190;663
1010;257;890
7596;414;2724
781;272;935
2017;190;663
2002;191;663
572;418;2810
202;476;2856
664;441;2804
1636;314;2718
326;552;2769
341;369;1363
538;209;797
1233;209;798
2492;190;663
536;479;2873
1621;191;663
1415;309;2495
323;356;2814
1611;325;2900
609;328;2806
366;389;2844
848;297;974
1602;190;663
365;329;2727
419;322;1218
841;356;2728
468;330;2718
193;722;2898
2103;245;1061
2405;196;670
411;683;2918
807;402;2841
1038;405;2840
265;708;2892
2201;191;663
361;440;2852
1737;264;1009
1139;422;2839
386;537;2823
727;213;730
1108;210;765
1642;225;809
1109;197;680
918;355;2765
2511;190;663
570;338;2793
716;331;1293
313;300;1240
718;274;1068
1615;192;663
1218;274;1133
1086;204;690
2485;190;663
7569;206;688
1088;212;773
535;276;1070
2467;190;663
2468;190;663
2465;190;663
401;467;2839
772;244;803
2454;190;663
773;242;758
711;320;1140
7550;847;2953
842;337;1072
153;578;2876
2442;190;663
840;426;2802
2439;190;663
1908;192;666
1087;277;953
1909;316;2740
626;290;1250
7327;295;1372
2024;191;664
1634;232;879
380;333;2736
2997;191;664
521;510;2885
1322;598;2837
2868;191;664
2740;191;664
2709;191;664
603;82;549
191;659;2193
248;421;2035
372;382;1924
982;187;924
1372;157;713
335;392;1440
1192;200;1010
893;231;1011
59;581;2298
904;202;981
349;315;1936
61;366;1941
826;336;1126
122;913;2962
1872;139;653
391;554;2152
1068;415;1886
7591;414;1776
82;712;2861
3307;139;653
3206;140;656
434;178;930
597;385;1809
684;393;2016
801;723;2879
1373;153;705
110;649;2878
7126;2;9
1535;323;1524
528;214;1313
198;582;2862
3336;139;653
602;377;1843
2395;277;1168
599;380;1463
245;539;2217
1819;232;1047
3309;139;653
310;390;1811
695;365;2050
280;651;2295
3009;140;653
2386;232;1047
484;503;1753
2354;259;1191
1194;146;664
2333;240;1115
825;292;919
1378;225;1007
1868;143;654
1854;145;689
1376;245;1071
692;166;1272
7444;332;1183
1859;169;695
3236;139;653
